carat,cut,color,clarity,depth,table,price
0.76,Ideal,G,VS2,61.7,54,2954
0.89,Premium,I,VS1,62.2,62,2955
0.7,Very Good,F,VS2,62.4,57,2956
0.74,Very Good,H,VS1,61.4,56,2956
0.74,Very Good,H,VS1,62.3,56,2956
0.95,Good,I,SI2,63.8,57,2956
0.91,Very Good,J,SI1,62.8,59,2956
0.7,Ideal,F,VS2,60.8,57,2956
0.71,Good,F,VVS2,58.2,60,2956
0.7,Premium,D,VS1,60.4,58,2956
0.72,Ideal,F,VS2,62.6,56,2956
0.72,Ideal,F,VS2,62.2,56,2956
0.72,Ideal,H,VVS1,62,55,2958
0.79,Ideal,I,VS1,62.2,57,2958
0.72,Good,G,VS1,58,57.8,2958
0.98,Fair,F,SI2,61.6,66,2958
0.56,Very Good,D,VVS1,60.1,58,2959
0.7,Very Good,F,VS1,60.1,58,2959
0.79,Premium,G,VS2,62.3,58,2959
0.82,Ideal,I,SI1,61.8,55,2959
0.74,Fair,G,VVS2,65.2,58,2959
0.71,Very Good,H,VVS2,61.8,56,2960
0.7,Good,D,VS2,63.4,57,2960
0.7,Ideal,D,VS2,61.3,57,2960
0.76,Ideal,F,VS2,62.6,56,2960
0.72,Ideal,G,VS2,61.3,56,2960
0.64,Ideal,G,IF,61.7,58,2960
0.71,Good,F,VVS2,58.9,61,2960
0.74,Ideal,G,VS1,61.8,55,2960
0.74,Ideal,H,VVS2,61.2,57,2961
0.72,Premium,E,VS1,61.5,60,2961
0.73,Premium,F,VS1,61.9,56,2961
0.73,Premium,F,VS1,62.7,56,2961
0.63,Ideal,F,VVS2,62.3,56,2961
0.72,Ideal,H,VS1,61.1,57,2961
0.76,Ideal,E,SI1,60.6,57,2961
0.71,Premium,F,VS1,62.1,53,2961
0.75,Premium,H,VS1,61.9,61,2961
0.63,Ideal,D,VVS2,62.6,56,2962
0.72,Ideal,E,VS2,62,56,2962
0.71,Ideal,G,VS1,62.2,56,2962
0.82,Premium,F,SI1,62.4,56,2962
0.71,Ideal,E,VS1,62.1,53,2963
0.91,Very Good,E,SI2,58.6,63,2963
0.71,Very Good,E,VS2,62.9,57,2964
0.71,Very Good,D,SI1,59.4,59,2964
0.7,Good,E,VS1,63.6,58,2964
0.7,Fair,E,VS1,64.5,57,2964
0.75,Ideal,E,SI1,61.7,56,2964
0.9,Fair,F,SI2,65.7,59,2964
0.9,Good,F,SI2,64.2,62,2964
0.9,Fair,J,VS1,65.4,60,2964
0.9,Premium,J,VS1,62.1,62,2964
1,Fair,G,SI1,65.7,54,2964
1.5,Fair,H,I1,65.6,54,2964
1.05,Premium,E,I1,61.4,58,2964
0.9,Fair,J,VS1,64.6,58,2964
0.71,Ideal,I,VS1,61.8,56,2965
0.71,Ideal,I,VS1,61.6,56,2965
0.71,Ideal,I,VS1,61.3,57,2965
0.71,Ideal,I,VS1,61.5,56,2965
0.7,Ideal,G,SI1,61.7,55,2965
0.7,Ideal,G,SI1,60.9,56,2965
0.73,Very Good,G,VS2,62.1,59,2966
0.85,Very Good,E,SI2,63.1,58,2966
0.7,Ideal,I,VVS1,61.8,56,2966
0.75,Ideal,F,SI1,61.2,55,2966
0.82,Ideal,F,SI2,60.9,57,2966
0.7,Very Good,E,VS1,61.3,56,2967
0.7,Very Good,E,VS1,61.5,56,2967
0.86,Very Good,G,SI2,62.6,56,2967
0.79,Ideal,H,VS2,62,56,2967
0.31,Premium,E,SI2,60.8,61,558
0.31,Premium,E,SI2,61.2,61,558
0.31,Ideal,G,SI2,61.4,55,558
0.3,Very Good,H,VVS2,62,56,559
0.31,Very Good,G,VS2,61.4,55,559
0.31,Very Good,G,VS2,60.9,57,559
0.24,Ideal,G,VVS1,62.4,56,559
0.24,Ideal,G,VVS1,62.1,56,559
0.24,Ideal,G,VVS1,62.2,56,559
0.24,Ideal,G,VVS1,62,55,559
0.24,Ideal,G,VVS1,62,56,559
0.32,Ideal,E,SI1,61.9,55,559
0.32,Ideal,E,SI1,61,56,559
0.24,Ideal,G,IF,61.7,56,559
0.24,Ideal,G,IF,60.8,58,559
0.24,Ideal,G,IF,61.8,55,559
0.24,Ideal,G,IF,61.6,57,559
0.24,Ideal,G,IF,61.3,57,559
0.32,Ideal,G,VS1,61.8,55,559
0.25,Very Good,E,VVS2,62,56,560
0.25,Very Good,E,VVS1,61.5,56,560
0.25,Very Good,F,IF,61.5,56,560
0.27,Very Good,F,IF,60.4,58,560
0.32,Ideal,G,VS2,61.6,54,560
0.36,Ideal,F,SI1,61.6,56,560
0.41,Ideal,I,SI1,61.7,55,561
0.32,Premium,H,VS1,60.2,58,561
0.75,Very Good,E,SI1,60.2,60,2968
1.13,Fair,H,I1,64.8,59,2968
0.71,Premium,D,VS2,58.7,61,2968
1.06,Premium,I,SI2,61.5,57,2968
0.9,Ideal,G,SI2,62.4,57,2968
0.8,Ideal,G,VS2,61.2,57,2969
0.52,Premium,E,VVS2,60.1,58,2970
0.72,Very Good,G,VS1,60.6,56,2970
0.7,Good,F,VS1,63.8,58,2970
0.78,Premium,E,VS2,62.6,57,2970
0.78,Ideal,H,VS2,61.6,56,2970
1.04,Good,I,SI2,59.9,64,2970
0.91,Fair,F,SI1,64.9,57,2971
0.81,Very Good,E,SI1,63.8,58,2972
0.76,Ideal,G,VS1,59.4,57,2972
0.7,Ideal,G,VS1,61.7,56,2972
0.9,Very Good,H,SI2,63.1,60,2972
0.81,Premium,H,VS1,62.6,58,2972
0.9,Very Good,J,SI2,63.3,59,2973
0.75,Ideal,G,VS1,62.3,57,2973
0.77,Ideal,D,SI2,60.6,56,2973
0.7,Ideal,E,VS1,60.5,56,2973
0.81,Very Good,E,SI1,59.5,60,2973
0.7,Good,E,VS1,59.8,62,2973
0.82,Ideal,F,SI1,62.6,57,2974
0.57,Ideal,F,IF,61.8,54,2974
0.9,Good,H,SI1,64.2,60,2974
1,Fair,D,SI2,69.3,58,2974
0.71,Ideal,G,VS2,59.5,57,2974
0.7,Very Good,F,VS1,62.1,57,2975
0.7,Premium,F,VVS2,62.2,58,2975
0.82,Very Good,E,SI2,63.3,56,2975
0.8,Ideal,F,SI1,62.8,54,2975
0.83,Premium,G,SI1,61.6,59,2975
0.83,Ideal,H,VS2,61.3,54,2975
0.77,Premium,E,SI1,60.4,58,2975
0.79,Ideal,F,SI1,62.5,57,2976
0.72,Ideal,E,SI1,61,56,2976
0.91,Ideal,I,SI2,63,54,2976
0.71,Very Good,G,VVS2,60.8,58,2977
0.81,Ideal,F,SI1,61.9,57,2977
0.76,Premium,D,VS2,60.9,58,2977
0.54,Ideal,F,VVS1,61.6,55,2977
0.71,Ideal,G,VVS2,62.5,58,2978
0.7,Ideal,E,VS1,61.3,54,2978
0.8,Ideal,E,SI2,61,55,2978
0.76,Ideal,E,SI2,62.1,56,2978
0.72,Ideal,H,VVS1,59.9,59,2979
0.7,Ideal,E,VS2,61.7,56,2979
0.86,Premium,F,SI2,61.8,58,2980
0.7,Ideal,E,VS2,61.5,57,2980
0.7,Good,D,SI1,61.3,61,2980
0.64,Good,F,IF,58.6,61,2980
0.7,Ideal,E,VS2,62.2,55,2981
0.91,Premium,I,SI2,60.2,59,2981
0.91,Ideal,I,SI2,61.6,57,2981
0.71,Ideal,G,VVS1,61.7,57,2982
0.9,Fair,E,SI2,65.8,59,2982
0.71,Ideal,E,VS2,59.5,57,2982
0.71,Very Good,G,VS1,60.8,63,2982
0.71,Premium,E,VS2,62.6,58,2982
0.74,Ideal,E,VS2,62.7,54,2984
0.9,Very Good,J,VS2,63.1,57,2984
1,Premium,G,I1,62.5,62,2984
0.7,Very Good,D,VS2,63.1,56,2985
0.75,Ideal,E,SI1,62.2,57,2985
0.82,Premium,H,VS1,62.3,60,2985
0.8,Ideal,I,VS1,61.9,54.1,2986
0.82,Ideal,I,VS1,61.6,57,2986
0.84,Ideal,G,SI2,62,56,2986
0.7,Ideal,G,VS1,61.3,59,2987
0.74,Ideal,D,SI1,61.5,56,2987
0.77,Premium,E,SI1,61.7,58,2988
1.03,Very Good,G,I1,63.2,58,2988
0.76,Ideal,I,IF,61.6,55,2988
0.72,Ideal,F,VS2,62.1,54,2989
0.83,Premium,D,SI1,61.3,58,2990
0.76,Very Good,G,VS2,62.1,54,2990
0.72,Very Good,E,VS2,62.9,57,2990
0.57,Good,E,VVS1,59.1,65,2990
0.75,Ideal,G,VS2,60.6,55,2991
0.7,Ideal,D,VS2,60.3,60,2991
0.7,Very Good,E,VS2,62.8,56,2992
0.75,Ideal,H,VVS2,62,55.1,2992
1.06,Fair,J,SI2,61,66,2992
0.69,Very Good,F,VVS2,61.5,60,2993
0.87,Very Good,H,SI2,61,56,2993
0.75,Very Good,E,SI1,63.6,56,2993
0.7,Ideal,G,VVS2,63,55,2993
0.7,Ideal,F,VS1,62.4,55,2993
0.75,Ideal,E,SI1,61.1,57,2993
1.01,Fair,G,SI1,65.1,57,2993
0.71,Very Good,F,VS2,59.6,56,2994
0.71,Very Good,G,VS1,59.3,55,2994
0.81,Very Good,G,VS2,63.1,58,2994
0.81,Premium,G,VS2,62,58,2994
0.81,Premium,D,SI2,61.7,58,2994
0.73,Ideal,D,SI1,61.4,56,2995
0.7,Ideal,G,VS1,60.9,56,2995
0.88,Very Good,I,VS1,63.3,55,2996
0.77,Ideal,D,SI1,61.4,56,2996
0.74,Ideal,I,VS2,61.9,55,2997
0.72,Ideal,H,SI1,61.1,56,2997
0.7,Ideal,D,VS2,62.8,57,2998
0.72,Ideal,H,VS1,61.4,56,2998
0.7,Ideal,F,VS1,61.6,57,2998
1.01,Fair,J,VVS2,66,56,2998
0.85,Fair,G,VS1,57.7,67,2998
0.7,Very Good,D,VS2,59.7,59,2999
0.73,Very Good,G,VS1,62.4,58.1,2999
1.02,Fair,H,I1,61.5,60,2999
0.87,Premium,F,SI2,61.6,58,2999
0.71,Ideal,F,SI1,61.9,56,2999
0.7,Premium,G,VVS2,60.6,60,2999
0.74,Premium,E,VS1,62.7,58,2999
0.74,Premium,E,VS1,60.9,62,2999
0.7,Premium,G,VVS2,60.2,61,2999
0.77,Ideal,E,SI1,62.5,56,3000
0.93,Good,J,VS2,63.6,61,3000
0.9,Very Good,I,SI2,62.5,58,3001
0.9,Ideal,I,SI2,62,56,3001
0.72,Very Good,D,SI1,61.5,58,3001
0.7,Premium,D,VS1,61.6,61,3001
0.7,Good,D,VS1,63.6,60,3001
0.7,Very Good,D,VS1,63.4,59,3001
0.6,Ideal,G,VVS1,62.1,56,3001
0.83,Very Good,E,SI1,62.1,58,3002
0.77,Very Good,E,SI2,60.4,58,3002
0.89,Good,H,SI2,63.3,59,3002
0.72,Good,F,VS1,63.8,58,3002
0.72,Ideal,G,VVS2,61.6,55,3002
0.8,Premium,G,VS2,60.6,59,3002
0.73,Fair,F,VS1,58.6,66,3002
0.76,Ideal,E,SI1,61.5,56,3003
1.01,Fair,D,SI2,64.6,56,3003
0.81,Premium,F,SI1,61.9,58,3004
0.81,Ideal,F,SI1,61.8,55,3004
0.7,Ideal,H,VS1,61.7,55,3004
0.61,Ideal,E,VS1,61.3,54,3004
0.78,Ideal,G,SI1,60.6,57,3004
0.72,Ideal,F,SI1,62.3,56,3004
0.92,Premium,D,SI2,60.2,61,3004
0.75,Very Good,E,SI1,61.1,59,3005
0.55,Ideal,F,VVS1,61.2,54,3005
0.8,Very Good,H,SI1,63,57,3005
0.72,Ideal,I,VS1,60.4,56,3005
0.73,Ideal,H,VVS1,61.6,57,3005
0.71,Premium,E,VS1,61.1,58,3006
0.55,Premium,D,VVS1,60.3,59,3006
0.71,Ideal,I,VVS2,60.7,57,3007
0.71,Ideal,I,VVS2,60.4,57,3007
0.7,Premium,E,VVS2,62.7,53,3007
0.71,Ideal,G,SI1,61.3,55,3007
0.71,Ideal,G,SI1,61.6,55,3007
0.71,Ideal,G,SI1,61.9,56,3007
0.71,Ideal,G,SI1,61.6,57,3007
0.76,Ideal,D,SI1,61.2,57,3007
0.91,Very Good,F,SI1,63.1,60,3007
0.7,Very Good,D,VS1,60.4,58,3008
0.61,Ideal,G,VVS1,61.2,56,3008
0.7,Ideal,F,VS2,61.3,57,3008
0.82,Premium,H,VS1,62.5,59,3008
0.71,Very Good,E,VS1,63.7,58,3009
0.71,Very Good,E,VS1,62.1,57,3009
0.71,Very Good,E,VS1,63.4,58,3009
0.74,Very Good,E,SI1,61.3,58,3009
0.83,Ideal,F,SI1,62.1,57,3010
0.83,Very Good,F,SI1,62.1,58,3010
0.8,Ideal,I,VS1,60.7,59,3010
0.8,Ideal,D,SI1,62.2,57,3011
0.73,Very Good,G,VS1,60.7,55,3011
1,Very Good,G,I1,62.5,62,3011
1.2,Fair,J,I1,64.9,59,3011
1.2,Fair,I,I1,62.2,66,3011
1.2,Fair,I,I1,66.2,55,3011
0.61,Ideal,E,VVS2,62,54,3011
0.7,Ideal,F,VS2,61.9,55,3011
0.7,Ideal,F,VS2,61.8,57,3011
0.7,Ideal,F,VS2,62.7,55,3011
0.7,Ideal,F,VS2,61.4,58,3011
0.77,Ideal,D,SI2,62.3,55,3011
0.75,Ideal,H,SI1,61.9,55,3011
0.75,Ideal,H,SI1,61.9,56,3011
1,Fair,E,SI2,55.4,62,3011
0.78,Very Good,G,VS2,61.3,60,3012
0.82,Ideal,E,SI2,62.2,57,3012
0.72,Ideal,G,VS2,61.7,56,3012
0.72,Ideal,E,SI1,61,57,3012
0.72,Ideal,E,SI1,60.3,55,3012
0.8,Very Good,F,SI1,63.9,56,3013
0.75,Premium,F,VS2,61.6,58,3013
0.71,Very Good,F,VS1,62.1,53,3013
0.71,Ideal,F,VS1,61.1,57,3013
0.81,Ideal,E,SI2,61.8,56,3013
0.81,Ideal,E,SI2,60.1,57,3013
0.9,Premium,D,SI1,62.2,60,3013
0.78,Ideal,E,SI1,62.7,55,3014
0.71,Ideal,H,VVS1,61.8,56,3014
0.73,Very Good,D,SI1,60.8,59,3014
1.01,Premium,G,I1,61.1,61,3014
0.9,Good,G,SI2,63.7,62,3014
0.91,Very Good,E,SI2,58.6,63,3015
0.78,Ideal,H,VVS2,61.7,55,3015
0.81,Ideal,E,SI2,61,56,3015
0.72,Very Good,D,VS2,62.1,59,3016
0.7,Premium,E,VS1,61.8,58,3016
0.7,Ideal,E,VS1,62.7,57,3016
0.9,Good,F,SI2,64.2,62,3016
0.76,Ideal,H,VS2,61.9,55,3016
0.96,Premium,E,SI2,62.8,60,3016
0.9,Ideal,H,SI2,62.8,55,3016
0.7,Very Good,G,VS1,60.1,60,3017
0.71,Very Good,F,VS1,61.8,60,3017
1.12,Premium,G,I1,60.3,60,3017
0.7,Ideal,G,VS1,61.1,56,3017
0.5,Good,D,VVS2,62.4,64,3017
1.12,Very Good,G,I1,61.2,63,3017
0.7,Good,F,VVS1,63.2,58,3018
1.03,Very Good,G,I1,60.8,57,3018
0.7,Premium,F,VVS2,62.5,59,3018
0.71,Ideal,F,VVS2,62.6,56,3018
0.72,Ideal,H,VS2,61.2,57,3018
1.02,Very Good,F,SI2,63.3,56,3018
0.77,Premium,F,VS2,62.4,59,3018
0.7,Premium,F,VVS2,62.2,56,3018
0.93,Premium,G,SI2,61.4,56,3019
0.78,Premium,D,SI1,60.4,57,3019
0.71,Ideal,D,VS2,60.4,53,3020
0.73,Very Good,F,SI1,61.3,56,3023
0.65,Ideal,E,VVS2,62.1,57,3023
0.85,Ideal,G,SI1,61.6,55,3023
0.9,Good,H,SI2,63.1,60,3024
0.9,Good,H,SI2,63.1,55,3024
0.75,Premium,E,VS2,62.1,57,3024
0.9,Good,J,VS2,63.9,58,3024
0.72,Premium,E,VS2,60.4,61,3024
0.9,Fair,H,SI1,65.6,57,3024
0.72,Premium,E,VS2,62.5,59,3024
0.75,Good,D,SI1,63.6,58,3024
0.75,Premium,E,SI1,61.7,60,3024
0.72,Very Good,G,VS1,60.1,63,3024
0.75,Premium,D,SI1,59.2,58,3024
0.65,Very Good,D,VVS2,57.7,60,3025
0.7,Very Good,G,VS2,61.8,55,3026
0.71,Ideal,E,VS2,62.3,56,3026
0.83,Ideal,H,VS2,61.3,54,3027
1.02,Fair,J,SI1,66.8,55,3027
1,Fair,G,SI2,64.9,57,3027
1.02,Premium,G,SI2,61.7,58,3027
0.77,Good,H,VVS2,57.9,61,3027
0.7,Very Good,F,VVS2,58.5,60,3028
0.8,Ideal,H,VS2,62.1,54,3030
0.74,Ideal,H,VS1,61.6,55,3030
0.77,Fair,F,VS1,66.8,57,3031
0.72,Premium,G,VS1,58.9,58,3032
1.01,Good,E,I1,63.8,57,3032
1.01,Very Good,H,SI2,63.5,55,3032
0.55,Ideal,F,VVS1,61.2,54,3032
0.71,Very Good,D,VS2,63,57,3033
0.73,Ideal,G,VS1,61.6,57,3033
0.76,Ideal,E,SI1,62.5,57,3033
0.52,Ideal,E,IF,61.1,57,3033
0.7,Good,D,VS2,64.1,59,3033
0.7,Very Good,D,VS2,63.2,60,3033
0.7,Good,D,VS2,63.9,58,3033
0.92,Fair,I,VS2,64.4,58,3033
0.91,Premium,H,SI1,63,57,3033
0.91,Ideal,I,SI2,61.6,57,3034
0.7,Ideal,G,VS1,61.4,57,3034
0.72,Very Good,E,VS2,63.8,57,3035
0.71,Ideal,E,VS2,59.5,57,3035
0.72,Ideal,G,VS1,62.4,59,3035
0.78,Ideal,D,SI1,62.4,57,3035
0.71,Ideal,D,SI1,60.6,57,3035
0.8,Very Good,H,VVS2,62.9,56,3036
0.74,Ideal,E,VS2,62.6,56,3036
0.74,Premium,D,SI1,62.4,59,3036
0.61,Ideal,D,VVS2,62.4,58,3036
0.78,Ideal,F,SI1,61,55,3036
0.7,Very Good,G,VVS1,63.3,57,3037
0.32,Good,E,SI1,63.3,56,561
0.32,Premium,G,VS2,60.5,58,561
0.4,Good,H,SI2,63.7,59,561
0.32,Premium,G,VS2,62.5,60,561
0.32,Ideal,G,VS2,61.4,56,561
0.32,Premium,G,VS2,59.8,59,561
0.32,Premium,I,VVS2,60.7,59,561
0.32,Very Good,G,VS2,60.2,57,561
0.32,Good,G,VS2,63.3,54,561
0.32,Good,H,VS1,63.1,57,561
0.32,Ideal,G,VS2,61.4,55,561
0.32,Ideal,G,VS2,59.8,57,561
0.32,Ideal,G,VS2,61.7,57,561
0.32,Premium,H,VS1,62.3,58,561
0.32,Very Good,H,VS1,63,57,561
0.32,Premium,G,VS2,61.9,58,561
0.32,Good,G,VS2,63.1,57,561
0.32,Very Good,H,VS1,63,57,561
0.32,Ideal,G,VS2,61.8,57,561
0.32,Very Good,H,VS1,61.7,58,561
0.32,Very Good,E,SI1,60.1,60,561
0.32,Ideal,G,VS2,61.8,55,561
0.32,Premium,G,VS2,61.7,60,561
0.32,Good,E,SI1,63.4,55,561
0.32,Premium,G,VS2,62.3,58,561
0.32,Ideal,G,VS2,61.6,57,561
0.32,Ideal,H,VS1,61.9,55,561
0.32,Ideal,H,VS1,60.2,56,561
0.76,Ideal,H,VS2,61.4,57,3038
0.7,Ideal,H,VS2,61.5,56,3038
0.73,Ideal,E,SI1,62.2,56,3038
0.7,Very Good,G,VVS2,61,59,3039
0.7,Fair,F,VS1,64.9,59,3039
0.92,Premium,I,SI2,61.5,59,3040
0.73,Ideal,G,VS1,61.8,57,3041
0.71,Ideal,F,VS1,62.7,57,3041
0.71,Ideal,F,VS1,61.7,55,3041
0.81,Good,I,VS1,59.4,56,3042
0.71,Ideal,G,VVS2,62.5,57,3042
0.72,Very Good,G,VVS2,60.4,58,3043
0.81,Premium,F,SI1,61.9,59,3043
0.81,Ideal,I,SI1,61.3,56,3043
0.77,Very Good,F,SI1,59.6,60,3044
0.83,Ideal,G,SI1,62.1,57,3044
0.71,Very Good,F,VS1,61.2,57,3045
0.78,Very Good,F,SI1,62.4,58,3045
0.71,Very Good,D,VS2,62.8,56,3045
0.72,Premium,D,VS2,60.2,60,3045
1.14,Ideal,J,SI1,60.2,57,3045
0.75,Ideal,E,SI1,60.8,56,3045
0.75,Very Good,D,SI1,59.7,62,3046
0.7,Good,G,VVS2,61.1,61,3046
0.79,Very Good,F,SI1,61.5,58,3047
0.73,Fair,D,VS1,66,54,3047
0.91,Premium,G,SI2,62.8,59,3047
0.93,Ideal,I,SI2,62.3,57,3047
0.82,Very Good,F,SI1,63.9,56.9,3048
0.75,Very Good,D,SI1,61.8,57,3048
0.72,Premium,H,IF,58.7,59,3048
0.72,Ideal,G,SI1,61.8,56,3048
0.72,Good,E,VS1,57.9,60,3048
0.72,Very Good,E,VS1,63.1,56,3048
0.9,Ideal,J,VS1,62.6,55,3048
0.72,Premium,D,SI1,60.5,57,3048
0.72,Premium,D,SI1,62.6,54,3048
0.75,Ideal,E,SI1,61.4,55,3049
0.66,Ideal,D,VVS2,61.6,57,3049
0.83,Ideal,E,SI2,61.9,53,3049
0.62,Very Good,D,VVS2,58.1,63,3050
0.8,Very Good,E,SI1,63.1,56,3050
0.76,Ideal,H,SI1,61.3,55,3050
0.76,Ideal,H,SI1,61.4,55,3050
0.82,Good,E,SI2,61.8,56,3050
0.81,Ideal,E,SI2,62.1,57,3050
1.02,Good,E,I1,63.1,60,3051
0.66,Very Good,G,IF,60.5,59,3051
0.7,Very Good,D,VS2,62.5,55,3052
0.7,Very Good,G,VVS2,60.2,61,3052
1.03,Fair,G,SI1,66.1,56,3052
0.71,Very Good,E,VS2,59.9,59,3053
0.7,Very Good,F,VS1,62.8,59,3053
0.81,Ideal,F,SI2,62.3,54,3053
0.78,Ideal,E,SI2,61,56,3053
0.75,Ideal,E,SI1,61.3,57,3053
0.79,Premium,G,VS1,62.3,56,3053
0.79,Ideal,E,SI1,62.1,54,3053
0.7,Very Good,D,VS1,62.9,60,3054
1.01,Premium,I,SI2,61.9,58,3054
1.01,Fair,I,SI2,68.1,59,3054
0.78,Very Good,E,SI1,60.9,57,3055
0.61,Ideal,E,VVS2,60.8,56,3056
0.9,Very Good,I,SI2,61.5,61,3057
0.92,Very Good,D,SI2,60.2,61,3057
0.57,Ideal,F,VVS1,61.1,55,3057
0.76,Good,F,VS1,59.9,61,3057
0.9,Good,I,SI2,60.7,58,3057
0.82,Fair,H,SI1,64.9,58,3057
0.91,Good,F,SI2,63.9,56,3058
0.79,Premium,D,SI1,61.4,59,3058
0.91,Premium,J,VS2,61.6,58,3058
0.72,Very Good,F,VS1,62.1,59,3059
0.81,Very Good,E,SI2,62.9,56,3059
0.71,Very Good,E,VS1,61.8,56,3059
1.03,Very Good,G,I1,62.4,57,3060
0.9,Good,G,SI2,63.6,57,3060
0.74,Very Good,H,VVS1,62.4,57,3061
0.7,Very Good,E,VS1,61.1,55,3061
0.71,Very Good,E,VS1,63.3,56,3061
0.9,Very Good,J,SI1,63.8,56,3061
0.71,Ideal,G,SI1,61.5,55,3061
0.91,Good,I,SI2,57.9,60,3061
0.71,Fair,G,VVS1,62.8,57,3062
0.7,Premium,F,VVS2,58.7,60,3062
0.72,Ideal,D,SI1,61.5,56.5,3062
0.9,Fair,F,SI2,65.7,63,3062
0.71,Premium,E,VS2,62.2,59,3062
0.71,Premium,E,VS2,62,61,3062
0.93,Premium,J,VS1,60.3,58,3062
0.7,Very Good,E,VS1,62.2,57,3063
0.7,Very Good,E,VS1,62.5,56,3063
0.7,Good,E,VS1,59.4,61,3063
0.71,Very Good,E,VS1,63.3,59,3064
0.76,Premium,E,VS2,61.7,62,3064
0.7,Ideal,F,VS2,61.4,56,3064
0.7,Ideal,F,VS2,61.6,55,3064
0.8,Ideal,F,SI2,61.4,56,3064
0.72,Very Good,E,VS2,63,58,3065
0.7,Ideal,G,VS1,61.5,56,3065
0.65,Ideal,H,IF,61.5,55,3065
0.85,Very Good,D,SI2,61.4,60,3066
0.77,Ideal,I,VS1,61.4,56,3066
0.71,Ideal,F,VS1,62,57,3066
0.71,Ideal,F,VS1,62.1,57,3066
0.8,Ideal,F,SI2,62.5,56,3066
0.8,Ideal,F,SI2,61.8,59,3066
0.73,Very Good,E,VS2,63.1,55,3066
0.9,Good,G,SI2,63.7,62,3067
0.78,Ideal,E,SI1,62.7,55,3067
0.7,Very Good,E,VS1,63.4,60,3068
0.7,Ideal,E,VS2,62.6,56,3068
0.85,Very Good,I,VS2,60,57,3070
0.8,Very Good,G,SI1,62.9,56,3070
0.8,Very Good,E,SI2,62.6,59,3070
0.92,Good,J,SI2,59,63,3070
0.8,Very Good,G,SI1,62.1,56,3071
0.82,Ideal,I,VS1,61.6,56,3071
0.71,Good,G,VVS1,62.7,61,3072
0.7,Very Good,G,VVS1,63.1,56,3073
0.79,Very Good,F,SI1,58.5,61,3073
0.7,Ideal,G,VVS1,61.6,55,3073
0.75,Ideal,G,VS2,61.6,55,3073
0.62,Premium,E,VVS1,61.9,59,3073
0.78,Very Good,G,VS2,61.7,58,3074
0.9,Fair,I,VVS2,67,56,3074
0.77,Ideal,H,VS1,61.4,55,3074
0.9,Good,G,SI1,63.7,56,3074
0.72,Very Good,D,VS2,61.8,58,3075
0.72,Very Good,D,VS2,62.6,59,3075
0.71,Very Good,F,SI2,61.4,56,3075
0.7,Very Good,D,SI1,62.4,57,3075
0.72,Ideal,H,VVS1,62.2,57,3075
0.76,Ideal,I,VS2,61.7,56,3075
0.76,Ideal,D,SI1,62.8,57,3075
0.79,Ideal,E,SI1,62.9,55,3075
0.79,Very Good,E,SI1,60.4,59,3077
0.79,Very Good,E,SI1,63.7,58,3077
0.73,Ideal,E,VS2,62.7,56,3077
0.71,Fair,D,VS2,64.7,58,3077
0.71,Premium,D,VS2,60.3,62,3077
0.75,Good,D,SI1,63.6,58,3078
0.72,Premium,E,VS2,62.5,59,3078
0.76,Ideal,E,VS2,61.3,56,3079
0.94,Good,I,SI2,63.8,60,3079
0.91,Fair,D,SI2,62.5,66,3079
1,Very Good,E,I1,62.3,58,3080
1,Ideal,H,I1,61.3,57,3080
1,Fair,J,VS1,66.6,57,3080
1,Premium,H,SI2,59.4,60,3080
0.82,Premium,F,SI1,61.1,60,3080
0.71,Ideal,H,VS2,61.8,55,3080
0.71,Ideal,H,VS2,61.8,55,3080
0.79,Very Good,D,SI2,63.2,57,3081
0.75,Ideal,F,VS2,62.1,57,3081
0.79,Ideal,F,SI1,62,55,3081
0.71,Ideal,E,VS1,62.2,57,3081
0.8,Very Good,F,SI1,63.5,58,3082
0.91,Very Good,H,SI1,63.4,55,3082
0.6,Ideal,E,VVS1,62.5,53.7,3082
0.6,Ideal,E,VVS1,62,53.7,3082
0.7,Good,D,VS2,57.7,60,3082
0.91,Very Good,J,VS1,63.5,55,3082
0.71,Premium,F,VS1,58.6,62,3082
0.86,Premium,H,VS2,61.3,59,3082
0.8,Ideal,F,SI1,61,56,3082
0.8,Premium,F,SI1,60.1,58,3082
0.8,Premium,D,SI2,61.1,58,3082
0.92,Premium,F,SI2,62.1,60,3083
0.72,Very Good,F,VS1,63.2,57,3083
1.01,Premium,H,SI2,59.4,62,3083
0.71,Very Good,D,VS2,61.8,55,3084
0.72,Very Good,E,SI2,61,59,3084
0.81,Premium,I,VVS2,62.9,59,3084
0.53,Ideal,E,VVS1,61.8,55,3084
0.61,Ideal,E,VVS1,62.2,56,3084
0.85,Ideal,G,SI1,62,54,3084
0.75,Good,E,VS2,62.6,58,3084
0.9,Good,E,SI2,64.1,57,3084
0.9,Premium,E,SI2,60.7,61,3084
0.9,Premium,E,SI2,59.5,61,3084
0.9,Fair,E,SI2,64.5,55,3084
0.9,Fair,E,SI2,65.8,58,3084
0.9,Premium,E,SI2,63,57,3084
0.81,Ideal,H,VS2,61.6,56,3084
0.81,Premium,G,VS2,61.2,60,3084
0.9,Very Good,E,SI2,63.1,54,3084
1.02,Fair,I,SI2,64.5,56,3084
0.72,Ideal,F,VS1,62.4,56,3084
0.75,Very Good,D,SI1,63.9,56,3085
